N,text,created_at,likes_count,username,user_loc
2637,CNMI delegate outlines impacts of Build Back Better Act https://t.co/5g8r0Bz1rz,1462711253432881153,2021-11-22 09:15:13+00:00,0,thomasreporting,"Rota, MP"
2638,"The virus has mutated into a dictatorship. The final variant of covid is called international communism aka great reset. Build Back Better??? The means is the virus, the end is the contagion with the chinese social credit / QR codes for payment and a system of techno-communism ! https://t.co/EO3NWI3jYe",1462711243366703107,2021-11-22 09:15:10+00:00,0,albualexandrug1,
2639,@00fairyjaems GOODLUCK BBB,1462711212957790208,2021-11-22 09:15:03+00:00,0,dghyuckswrld,+60 she her ∗ please rcbyf
2640,"""Some 50% of people in Assad-controlled areas don't feel safe, incl. those who never left; 67% of returnees from outside #Syria don’t feel safe, and those in reconciliation areas fear worst with 94% saying they don’t feel safe,"" said report by @SyrianACD 6/https://t.co/yZEG0zVI0k",1462711044032368647,2021-11-22 09:14:23+00:00,0,SyrianACD,
2641,"FITCH AFFIRMS STATE BANK OF INDIA AT 'BBB-'; OUTLOOK NEGATIVE
#Sbi #Bank https://t.co/OeeU74IV6X",1462710784769679360,2021-11-22 09:13:21+00:00,0,stock_infomania,
2642,"@FitzroyPeabody3 @sov_scot @scotindy22 @AlbaParty @theSNP As time has gone on the rhetoric from what I suspected was ALBA hijackers looks more and more like Manipulators - Manipulating and they are the real party movers and shakers.
Denise Findlay and Murdo Fraser FFS.
Unity and Reconciliation is not helped by examples like that.
Idiots",1462710778214195206,2021-11-22 09:13:20+00:00,2,ArchbishopStua1,
2643,"Gregory Wetstone, CEO of @ACORE has called the #USA Build Back Better Act’s passage a “critical milestone” for the #energytransition and efforts to combat #climatechange. https://t.co/dCmZZUh2T9 https://t.co/MCByKscPRv",1462710774640615424,2021-11-22 09:13:19+00:00,0,PowerEngInt,
2644,@theRGK1 @wstidolph @Imafrayedknot1 @WHCOS The Build Back Better bill gives tax breaks to Democrats.,1462710409811668992,2021-11-22 09:11:52+00:00,0,butterfly4me,
2645,"For #ClimateAction last week, I enjoyed lobbying w/ @PortlandCCL friends as part of @citizensclimate's Congressional lobby week to meet with staff of my @repblumenauer to urge him to include a #CarbonPrice in federal budget reconciliation. #climate #ActOnClimate #ClimateHope https://t.co/zJYzU9dsTQ",1462710343327576066,2021-11-22 09:11:36+00:00,6,BrianEttling,"Portland, OR"
2646,"FITCH AFFIRMS STATE BANK OF INDIA AT 'BBB-'; OUTLOOK NEGATIVE

@TheOfficialSBI 
@FitchRatings 

#BreakingNews https://t.co/fAVGFdcaqs",1462710306392580102,2021-11-22 09:11:27+00:00,60,REDBOXINDIA,India
2647,"@RepJeffDuncan Furthermore, BBB is going to help working families ... not me, not you &amp; that is why you are opposed to it ... to quote Bernie, Moral policy is good politics. Period. Why are you proud? Because you have no morals ... https://t.co/bVptRsdAYR",1462710189589770241,2021-11-22 09:10:59+00:00,1,MattVMI80,"South Carolina, USA"
2648,"@RepAshleyHinson @RepMMM
@RepFeenstra
You three should've voted for the BBB bill. Iowa won't forget. https://t.co/9lyTcbN8TN",1462710185810710528,2021-11-22 09:10:58+00:00,0,ellenkmcd,"Robins, IA"
2649,@ch_ads_ Fuck yes bbb!!!!!!!!!!!!!,1462709878162554883,2021-11-22 09:09:45+00:00,1,moltopopulare,my house 
2650,"It's not Build Back Better
It's build as little as possible without pissing off the Republicans who have a fear of socialism.",1462709636704964608,2021-11-22 09:08:47+00:00,0,Granpa777,"Texas, USA"
2651,WATCH: A Florida representative was booed on the House Floor after calling Biden's spending bill 'Build Back Broke' https://t.co/TL7sVBbKib,1462709369833811969,2021-11-22 09:07:44+00:00,0,ScottWa54325355,"Colorado, USA"
2652,"@SenatorHassan #NH Tell Maggie she Must put Small Businesses &amp; USA 🇺🇸ABOVE THE SOCIALIST MARXIST DEMOCRAT PARTY❗️

NO LONGER THE PARTY OF JFK

IF MAGGIE DOES NOT KILL THE BBB
BIDEN-BERNIE-BOLSHEVIK BILL
89,000 IRS AGENTS WILL COME AFTER SMALL BUSINESSES MAKING $400,000.00 OR MORE❗️

INFLATION📈 https://t.co/qWmpdsFmHv",1462709283477356552,2021-11-22 09:07:23+00:00,0,rubyshooz8,
2653,@RenayCharlotte Yeah well there are currently two or 1 and half Democrat Senators who are behaving like Republicans? They will not do it? Nor will they pass the BBB deal? They can easily revolt and go independent we will lose the “lol” majority! Which does very little but is still a majority?,1462709092816932865,2021-11-22 09:06:38+00:00,0,Twy16583332,
2654,How the House spending bill addresses climate change https://t.co/SO6KlFNvxe,1462708938944790530,2021-11-22 09:06:01+00:00,0,camscics,"NoHo Arts District, CA"
2655,"Reconciliation with who😭?
Everyone hates me rn😭😂 https://t.co/axXAAUk6ca",1462708917457281028,2021-11-22 09:05:56+00:00,1,Kat_Tshikedi,Botswana
2656,"@hilalofindus Saner Elements from Political leadership and Parties need to work together to resolve Current issues . Joining Main stream politics will help in Reconciliation on National issues &amp; Interests. No need to make issues with Security Establishment unnecessarily.
Pakistan First. 🇵🇰",1462708713450618894,2021-11-22 09:05:07+00:00,0,qazimueenuddin,Lahore Pakistan 
2657,Former IS fighters say they paid way out of Kurdish jail in ‘reconciliation’ scheme https://t.co/ZUpgm5X2Sg,1462708649600729093,2021-11-22 09:04:52+00:00,0,tincazzi,ROME
2658,"RAH issues Terminal Aerodrome Forecast (TAF) at Nov 22, 09:04 UTC for FAY https://t.co/hsPbgkVh3K https://t.co/Z4RGAG7zUv",1462708488266661890,2021-11-22 09:04:14+00:00,0,iembot_rah,"Raleigh, NC"
2659,"""I'm really concerned,"" said Rep. @AOC, one of six Democrats who voted against the bill. 

""Part of me does think that the Build Back Better Act in some form or another will be passed. Will it be recognizable from where it was on Monday? I'm not sure.""

https://t.co/VAMHJgKuxh",1462708446541852676,2021-11-22 09:04:04+00:00,7,dcexaminer,"Washington, DC"
2660,There were quite a few people who sent feedback in during BBB comms for the third T20I asking if there was something wrong with the quality of the ESPN+ Stream and/or if there were fireworks going off near the ground because the field didn't look clear/normal on screen. https://t.co/asn6vjXNVY,1462708420440641540,2021-11-22 09:03:57+00:00,12,PeterDellaPenna,Globetrotter via NJ not Harlem
2661,"The [shudder] novels posit Xelha and Melodia as foils, but in-game, Melodia and KALAS are foils. Like, they explicitly, not subtextually, align with the two desires of Malpercio: reconciliation (their humanity) and destruction of the world (dark brethren influence)",1462708292120162304,2021-11-22 09:03:27+00:00,6,BatenPosting,
2662,"Gas analysis of samples obtained while drilling has resulted in a calculated air-free gas composition from the Lyons formation in BBB#1 of 8.8% helium, 78.7% nitrogen and 12.5% carbon dioxide. One of the highest in-situ helium concentrations found both in the USA &amp; globally

#HEV https://t.co/F70mFVV05k",1462707845066117123,2021-11-22 09:01:40+00:00,4,HeliumVentures,
2663,@sanjoothapanep1 @G4Gautam1443 @Emotional_Me_03 @DrStrangeNik Haan bola malad wala lekin indirectly aise hi dikhati thi ki saath rehte hai apne PR ke through bhi yahi krwati thi BBB 3 ke time jb shippers bolte the ki shadi hone wali tb indian ounfit weeding song reel shadi shayri upload krti thi shippers bolte the baby hint de rhi hai ..,1462707790368022532,2021-11-22 09:01:27+00:00,0,gemini_twinis,
2664,@Forbes All part of the Build back better policy,1462707754280366081,2021-11-22 09:01:19+00:00,0,Davidfrazerlew6,
2665,"2/2 “Working as a volunteer in an organisation that promotes reconciliation and healing between victim and offender, as a means of reducing crime and violence, is a great privilege.”",1462707675620380673,2021-11-22 09:01:00+00:00,9,weareROC,United Kingdom
2666,"@Stevenbuckley13 @JStein_WaPo @maggieNYT @AsteadWesley Moving goal posts? I don’t recall Manchin or Sinema ever agreeing to pass the reconciliation bill. In fact, I seem to remember them being pretty ticked when Biden said he wouldn’t sign the infrastructure bill without a BBB bill too. https://t.co/BLxNkgpt4S",1462707624340856836,2021-11-22 09:00:48+00:00,0,pitlykal,"St. Louis, MO"
2667,@TheEagleist @TheAgentNDN Tactical reconciliation mobiles,1462707512042344449,2021-11-22 09:00:21+00:00,4,kenniwakwaritaa,Yelling into the void 
2668,WATCH: A proposal to create paid family leave may divide Democratic senators and potentially imperil President Joe Biden's $1.75 trillion social-spending bill https://t.co/YyBIvD1yyi https://t.co/H45HqVSPzY,1462707430027112451,2021-11-22 09:00:01+00:00,4,ReutersAsia,
2669,"The Early Bird Catches the Worm.

Click here👉  https://t.co/7ohKzX35st

#beautycoach #beautybusiness #bbb #beautybusinessbuilder",1462707423534145538,2021-11-22 09:00:00+00:00,0,1essjay,UK
2670,BBB gives amnesty to 10 million foreign invaders https://t.co/YaI2R2YFu5,1462707391691051008,2021-11-22 08:59:52+00:00,1,cen_right,
2671,"LOT issues Terminal Aerodrome Forecast (TAF) at Nov 22, 08:59 UTC for DPA https://t.co/Sg831WpbCy https://t.co/II02wEIGU2",1462707357511602179,2021-11-22 08:59:44+00:00,0,iembot_lot,"Chicago, IL"
2672,"LOT issues Terminal Aerodrome Forecast (TAF) at Nov 22, 08:59 UTC for ORD https://t.co/9siJdFudl3 https://t.co/NfKLBtlenM",1462707357406810115,2021-11-22 08:59:44+00:00,0,iembot_lot,"Chicago, IL"
2673,"LOT issues Terminal Aerodrome Forecast (TAF) at Nov 22, 08:59 UTC for GYY https://t.co/C8MXW5yPPL https://t.co/H78xWLRHOH",1462707357247414273,2021-11-22 08:59:44+00:00,0,iembot_lot,"Chicago, IL"
2674,"LOT issues Terminal Aerodrome Forecast (TAF) at Nov 22, 08:59 UTC for RFD https://t.co/ZUrQUQf4Y9 https://t.co/5WsVQoQHl1",1462707356991508486,2021-11-22 08:59:44+00:00,0,iembot_lot,"Chicago, IL"
2675,"LOT issues Terminal Aerodrome Forecast (TAF) at Nov 22, 08:59 UTC for MDW https://t.co/hwrmgODAiH https://t.co/bFBH5jid53",1462707356551172096,2021-11-22 08:59:44+00:00,0,iembot_lot,"Chicago, IL"
2676,"Things Democrats talk about in an hour long program on MSNBC: 1/6, Trump, fights about BBB bill, a shit ton of discourse about race. 

Average reachable voters don’t care about any of that. It’s crazy how far off Democratic Party aligned media is from the concerns of voters.",1462707245234499584,2021-11-22 08:59:17+00:00,1,lattemarketlib,Ohio
2677,"""WATCH: A Florida representative was booed on the House Floor after calling Biden’s spending bill ‘Build Back Broke’"" here: https://t.co/APdRpdkgVX 
To read it on the web, tap here: https://t.co/0kzcOwOO5X",1462707218130821123,2021-11-22 08:59:11+00:00,0,dianedeez,United States
2678,"IT NEVER WORKS AND NEVER WILL!!
https://t.co/PXBsdOwtpd",1462707180151480324,2021-11-22 08:59:02+00:00,5,BRRRCO,
2679,@marceelias We have to prioritize voting rights ASAP. Build back better is great but it won't matter if the GOP is able to gerrymander their way to a majority in '22 and then suppress their way to the presidency in '24.,1462707107183038474,2021-11-22 08:58:44+00:00,2,rustincohle496,
2680,@Sen_JoeManchin PLEASE DO NOT VOTE FOR THIS INSANE BILL.  https://t.co/6MQ1DD3gBm,1462707095439085578,2021-11-22 08:58:41+00:00,0,Lauren38886064,
2681,"@KiigenKoech Aende sugoi without pang’ang’a mob …
Btw has hustler drafted another letter from bishops asking for reconciliation?",1462707056335589383,2021-11-22 08:58:32+00:00,2,bmbsmart,Nairobi.Kenya
2682,"Democrats' Tax Cuts For The Wealthy In NY, NJ Spotlights Build Back Better Hypocrisy https://t.co/jyT3qY99yE",1462707031417270277,2021-11-22 08:58:26+00:00,0,anonymous_ib,"San Francisco, CA"
2683,"Yall trying to use what energy y’all have left to stop my reconciliation and bag. 

By the time you “fall off”, that shit gone feel like a mosquito bite. 

Only slightly shocking, but quite annoying. 

Shhhhh…just let it happen.",1462706915809669123,2021-11-22 08:57:59+00:00,0,friedpriestess,MONTERO’S TALES OF DOMINICA
2684,BUILD BACK BETTER AGENDA IS DESPICABLE,1462706726596055046,2021-11-22 08:57:14+00:00,0,luciaturner1,"canyon lake, california"
2685,@jackoffmee @jimiuorio I do blv the BBB bill has some such measures in it.,1462706581204779014,2021-11-22 08:56:39+00:00,0,smartalek180,Находка
2686,"The party that added 7.8t to our debt to aid the 1% claims the crazy commie BBB bill will cause untamed debt rise,despite fmr secs of treasury+economist support from both aisles.Don't worry.When it passes despite their no vote, they'll claim credit to voters as w/infrastructure.",1462706356633362440,2021-11-22 08:55:45+00:00,0,Steph52055518,"Calabash, NC"
2687,Together with a cycling team of Ndahei in a way of Healing and Reconciliation https://t.co/pLJDfgjcmN,1462706249989042176,2021-11-22 08:55:20+00:00,0,ndahei1980,
2688,"2/3 Poutapu wanted to help launch the waka Ngatokimata-whaorua, which he had helped build. He hoped the vessel could be a symbol of racial reconciliation. On his way home he stayed in the home of Pakeha friends in Auckland. The home was rented. https://t.co/AvUAfmkAi8",1462706217713684485,2021-11-22 08:55:12+00:00,1,SikotiHamiltonR,Hikurangi
2689,Former IS fighters say they paid way out of Kurdish jail in ‘reconciliation’ scheme | Islamic State | The Guardian https://t.co/WgfsUhHk5H  via @skinnergj,1462706038738612233,2021-11-22 08:54:30+00:00,0,skinnergj,"Sydney, New South Wales"
2690,There’s a lot to like in the Build Back Better bill. But there’s a lot that needs improving too. https://t.co/wFE90wxVem,1462705989812170756,2021-11-22 08:54:18+00:00,1,DannyVoglesong,"Breitenbrunn, Bavaria, Germany"
2691,"Kurdish-led forces in charge of jails in north-east #Syria housing about 10,000 men with alleged links to Islamic State are releasing prisoners in exchange for money under a “reconciliation” scheme. @FarangisN @SimNasr @CarlaBabbVOA @RiegerReport https://t.co/irytuTQ9Ve",1462705933646184448,2021-11-22 08:54:05+00:00,0,AnkaraVoice,World
2692,"There must be an international humanitarian collaboration to prevent further atrocities, protects victims, and safeguard human rights.  https://t.co/3Zm37cCY53",1462705895947882497,2021-11-22 08:53:56+00:00,1,RTC_Swe,Sverige
2693,"inflation ate build back better shit it out and that’s what we get 
a pile of 💩",1462705888746217472,2021-11-22 08:53:54+00:00,0,PaulSorrentino3,
2694,"AOC says if the social-spending bill doesn't pass it will be 'very, very difficult' for Democrats 'to get votes on anything moving forward' from progressives https://t.co/i4IPq1MnLm
  #Latest Hacking News, LATEST READ IT
 #imshown #popular #trending #blog #blogger https://t.co/FVzYNdmgxf",1462705884979679234,2021-11-22 08:53:53+00:00,0,imshownofficial,India
2695,@Anthony_htimS Bourne to be bad. Bbbbbb bbb bb bad.,1462705823889559556,2021-11-22 08:53:38+00:00,1,auraljunkie,"Sunshine Coast, Qld, Australia"
